Titulo,Estreno,Duracion,Ventas,Genero
"It's Me, It's Me ",08/05/2020,112,5855,Comedia 
It's My Mother's Birthday Today,6/28/2022,140,2630,Comedia 
Jack Frost,2/16/2023,102,2365,Aventura
Jack Frost 2: Revenge of the Mutant Killer Snowman,03/09/2023,125,1948,Comedia 
Jack Reacher,7/21/2021,195,6218,Comedia 
Jackass Number Two,7/27/2019,117,5341,Comedia 
Jackass Presents: Bad Grandpa,12/05/2019,92,9991,Comedia 
Jackass: The Movie,4/26/2019,117,2268,Comedia 
Jackpot 2,11/13/2022,181,2135,Comedia 
Jade,8/16/2020,95,1492,Crimen
Jalla! Jalla!,4/14/2022,67,3961,Comedia 
James Gandolfini: Tribute to a Friend,1/28/2023,248,6007,Documental
Jamie and Jessie Are Not Together,6/21/2019,69,996,Musical
Janie Jones,07/10/2023,64,9852,Musical
Jay and Silent Bob Strike Back,11/02/2019,86,9320,Comedia 
Jesse Stone: Benefit of the Doubt,08/05/2019,95,4193,Crimen
Jessie James Meets Frankenstein's Daughter,5/19/2020,108,6537,Terror
Jesus Camp,12/27/2021,181,8351,Documental
Jet Lag ,8/25/2021,117,7035,Comedia 
Jim Jefferies: Alcoholocaust,1/18/2020,86,5125,Comedia 
Jim Jefferies: BARE,8/24/2021,117,9844,Comedia 
Jim Norton: Please Be Offended,5/30/2021,198,7428,Comedia 
Joe Somebody,03/02/2023,181,7318,Comedia 
John Adams,11/23/2018,181,6966,Historia
Johnny Handsome,07/09/2022,184,5315,Crimen
Johnny Stecchino,04/04/2021,89,2972,Comedia 
Jojo Rabbit,06/01/2019,181,5753,Comedia 
Joker Is Wild,07/06/2021,181,7351,Musical
Jolly Roger,4/28/2020,117,7766,Comedia 
Jolson Sings Again,12/19/2022,200,7521,Musical
Jonestown: Paradise Lost,6/27/2019,95,8438,Documental
Journey of Natty Gann,06/02/2022,96,1487,Aventura
Journey to the Beginning of Time,1/21/2021,95,1547,Fantasia
Joyful Noise,03/05/2021,181,4396,Musical
Jubilee,7/24/2023,184,5040,Comedia 
Judex,12/07/2019,158,8396,Crimen
Judy Berlin,05/11/2020,187,4060,Comedia 
Judy Moody and the Not Bummer Summer,10/08/2020,77,8242,Comedia 
Julia,08/09/2023,193,3658,Crimen
Junior Prom,12/31/2018,66,7077,Comedia 
Junkopia,10/28/2020,193,849,Documental
Ju-on: Black Ghost,3/21/2020,158,7343,Terror
Ju-on: The Curse,02/11/2022,158,131,Terror
Just 4 Kicks,03/12/2019,92,8425,Comedia 
Just Buried,07/12/2023,117,2916,Comedia 
Just Friends?,6/29/2023,116,3499,Comedia 
Just One of the Guys,12/25/2021,77,7096,Comedia 
Just Pals,12/29/2021,67,6029,Western
Justin Bieber: Never Say Never,04/02/2022,144,7192,Documental
K2,7/28/2023,134,3127,Aventura
KAAPA,03/03/2022,65,4063,Comedia 
Kapitalism: Our Improved Formula,3/13/2019,93,736,Documental
Kapitalism: Our Improved Formula ,12/26/2020,195,9424,Documental
Kariera Nikosia Dyzmy,05/09/2023,134,4159,Comedia 
Kate & Leopold,10/15/2020,93,9831,Fantasia
Kedma,06/01/2023,95,2077,Belico
Kevin & Perry Go Large,09/08/2020,116,9674,Comedia 
Kevin Hart: Seriously Funny,12/24/2022,65,498,Comedia 
Kid Cannabis,07/12/2021,85,210,Crimen
Kid Millions,5/24/2019,85,656,Comedia 
Kill List,04/11/2023,207,8407,Crimen
Killer Holiday,2/24/2019,87,6353,Terror
Killing Kasztner,1/19/2021,76,5789,Documental
Killjoy,01/10/2023,248,630,Terror
Killjoy 2: Deliverance from Evil,3/18/2022,90,7957,Comedia 
Killjoy Goes to Hell,4/29/2021,181,900,Comedia 
King Kong,08/03/2020,87,3630,Fantasia
,01/06/2020,98,9290,Aventura
King of Comedy ,07/07/2019,171,1861,Comedia 
King of Kong,10/07/2018,61,5575,Documental
King Solomon's Mines,7/19/2020,105,4747,Aventura
Kismet,01/06/2020,194,2072,Musical
Kiss Them for Me,06/02/2020,158,1440,Comedia 
Kummeli Goldrush ,12/02/2020,181,5650,Comedia 
Kundun,01/10/2020,95,7437,Historia
Kung Phooey!,7/16/2020,151,7547,Comedia 
Kurt Cobain: Montage of Heck,1/20/2021,102,8296,Documental
Kvarteret Skatan reser till Laholm,9/27/2019,95,4775,Comedia 
L Amour fou,04/11/2020,90,3299,Documental
La boda de mi mejor amiga,12/18/2011,161,1194,Comedia 
La bruja novata,07/11/1971,116,3782,Fantasia
La captura del enermo asesino,09/08/2020,181,3644,Documental
La Chispa de la Vida,3/31/2019,156,7604,Comedia 
La Commune,09/12/2022,208,251,Documental
La dama del silencio: El caso Mataviejitas,06/08/2020,68,9276,Documental
La Danse: The Paris Opera Ballet,10/06/2020,175,1789,Documental
La elefanta del mago,12/06/2023,89,3113,Comedia 
La escuela del bien y el mal,12/31/2022,117,4242,Aventura
La fiera de mi niña,7/16/1938,134,9024,Comedia 
La forma del agua,2/20/2020,146,9857,Aventura
La gente como vosotros,10/14/2023,168,7846,Comedia 
La heredera de la mafia,9/17/2023,125,7887,Crimen
La ira de Dios,10/25/2022,117,3433,Western
La jefa,06/09/2022,122,3870,Comedia 
La La Land,6/21/2020,173,4266,Comedia 
La leyenda de los chaneques,01/03/2019,124,1247,Terror
La princesa prometida,8/15/1987,71,5475,Aventura
La Sierra,10/25/2018,95,5089,Documental
La sociedad de la nieve,09/06/2023,96,8856,Documental
La toma del poder,04/07/2021,170,7710,Historia
La vida de Brian,9/27/1979,147,7467,Comedia 
Laberinto de Pasiones,11/19/2021,192,7818,Comedia 
Labor Pains,04/06/2021,181,3960,Comedia 
"Ladies and Gentlemen, the Fabulous Stains",10/31/2018,166,3317,Comedia 
Lady Dragon,7/15/2020,89,4707,Comedia 
Lady for a Day,10/09/2020,95,1732,Musical
Lady in Number 6: Music Saved My Life,09/10/2022,146,801,Comedia 
Lady Oscar,03/02/2022,183,7358,Musical
Lady Sings the Blues,8/13/2022,113,8352,Comedia 
Ladybug & Cat Noir: Awakening,12/26/2023,204,2428,Aventura
Laila,4/21/2019,159,9836,Comedia 
Laissons Lucie faire ,12/15/2022,102,5221,Crimen
Lakeview Terrace,3/23/2019,87,9866,Comedia 
Lana Turner... a Daughter's Memoir,3/19/2021,67,6796,Documental
Las vacaciones de Monsieur Hulot,09/01/1953,121,2889,Comedia 
Last Broadcast,7/26/2022,181,5697,Terror
Last Circus,03/10/2022,103,5113,Comedia 
Last Cowboy Standing ,1/26/2020,84,6584,Documental
Last Lions,10/06/2022,205,1217,Documental
Last of the Red Hot Lovers,06/03/2021,122,5391,Comedia 
Last Supper,01/12/2021,183,3180,Comedia 
Last Train from Gun Hill,3/18/2021,129,4305,Western
Last Vegas,06/11/2023,165,9106,Comedia 
Late Show,11/08/2018,75,8703,Crimen
Lawyer Man,8/21/2020,167,295,Comedia 
Le Divorce,10/13/2021,185,4725,Comedia 
Le Souper,8/28/2021,95,1080,Comedia 
League of Gentlemen,3/30/2023,193,4946,Comedia 
Leave the world behind,9/25/2023,74,7348,Musical
Lebanon,3/31/2019,172,1159,Guerra
Legend,08/05/2020,177,2156,Fantasia
Legend of Hell House,5/19/2022,70,6081,Terror
Lemmy,04/09/2022,181,6650,Documental
Leningrad Cowboys Meet Moses,05/03/2022,117,8204,Comedia 
Leonard Cohen: I'm Your Man,11/17/2020,134,743,Documental
Leprechaun 4: In Space,12/10/2021,167,3971,Comedia 
Les Dalton,5/23/2020,125,3289,Western
Les Girls,7/31/2023,170,4449,Musical
Les moda les de Pickpocket,01/03/2023,181,7936,Crimen
Les Siffleurs,10/28/2021,72,5288,Crimen
Lesbian Vampire Killers,7/27/2022,154,2933,Crimen
Lesson Plan ,03/02/2021,123,5838,Documental
Let it Rain,11/29/2019,89,4622,Comedia 
Let It Snow,7/13/2021,117,7112,Comedia 
Let Sleeping Corpses Lie ,07/04/2020,130,8114,Terror
Let the Good Times Roll,04/01/2020,157,5252,Documental
Let's Get Lost,7/20/2020,131,9815,Documental
Liar,8/29/2023,117,4380,Comedia 
Liberty,05/05/2019,143,4963,Historia
License to Wed,02/06/2019,134,5267,Comedia 
Lies and Alibis,10/17/2021,181,7061,Crimen
Life 2.0,4/18/2019,127,2704,Documental
Life and Times of Allen Ginsberg,3/13/2019,153,8293,Documental
Life and Times of Hank Greenberg,12/10/2021,137,8151,Documental
Life is a Bed of Roses ,09/10/2019,130,9534,Comedia 
Life Is a Long Quiet River ,7/19/2021,209,3224,Comedia 
Life Is Beautiful,6/18/2019,89,4456,Comedia 
Life Is But a Dream,2/18/2023,184,1506,Documental
Life is to Whistle ,9/18/2021,134,6762,Comedia 
Life of Crime,02/12/2020,90,7477,Comedia 
Life Out of Balance,3/21/2023,134,4801,Documental
Light Bulb Conspiracy,5/22/2019,65,762,Documental
Lights Out,7/15/2023,90,9992,Terror
Lips of Blood,09/04/2019,126,9092,Terror
Lisbela and the Prisoner,6/29/2020,98,7197,Comedia 
Little Caesar,06/01/2021,67,5662,Crimen
Little Help,5/15/2019,95,4091,Comedia 
Little Monsters,07/09/2020,107,1011,Aventura
Little Witches,11/15/2020,182,7226,Fantasia
Live Nude Girls,05/08/2022,135,9578,Comedia 
Living Free,11/13/2022,181,3382,Aventura
Living in Emergency: Stories of Doctors Without Borders,10/23/2022,92,3,Documental
Living Skeleton,04/03/2021,89,8396,Terror
Living til the End,07/03/2020,181,226,Comedia 
Living with Michael Jackson,12/15/2021,95,554,Musical
Living with Wolves,07/01/2022,92,1915,Documental
Lo imposible ,6/21/2020,95,9733,Historia
Lo que hacemos en las sombras,07/10/2014,91,4634,Comedia 
"Lock, Stock & Two Smoking Barrels",6/16/2020,88,5126,Comedia 
Lodger,10/27/2018,181,7992,Crimen
LOL,07/03/2023,88,6686,Comedia 
Lonely Are the Brave,4/14/2021,118,4522,Western
Look at Me ,1/23/2021,119,5970,Comedia 
"Look, Up in the Sky! The Amazing Story of Superman",5/18/2019,95,9152,Historia
Looking for Richard,5/24/2020,140,763,Documental
Loose Cannons,3/20/2021,134,5665,Comedia 
Lope,7/18/2023,209,1245,Historia
Los 4 grandes,03/07/2019,157,9314,Aventura
Los amantes pasajeros,7/24/2020,73,5013,Comedia 
Los ataques con antrax,08/05/2022,110,8401,Documental
Los caballeros de la mesa cuadrada,4/15/1977,120,3195,Musical
Los casi idolos de Bahia Colorada,11/02/2023,181,3679,Musical
Los ladrones,03/03/2023,164,2332,Comedia 
Los renglones torcidos de Dios,01/05/2022,70,1099,Crimen
Los viajes de Sullivan,05/05/1941,89,8432,Aventura
Lost and Found,08/12/2020,95,7747,Comedia 
Lost Angels,11/26/2018,171,1854,Crimen
Lost Boys: The Tribe,8/17/2022,95,2054,Comedia 
Lost in America,12/24/2018,65,8377,Comedia 
Lost in Thailand ,3/16/2022,209,8966,Comedia 
"Lost, Lost, Lost ",9/22/2018,123,9686,Documental
Lou,07/07/2022,102,171,Comedia 
Louie Bluie,7/20/2022,95,8772,Musical
Louis C.K.: Hilarious,8/22/2022,95,1545,Comedia 
Love and monsters,4/23/2022,176,9712,Aventura
Love Bites,11/12/2018,184,5296,Fantasia
Love Letter ,09/11/2018,84,5160,Fantasia
Love on the Run ,06/11/2022,134,8069,Comedia 
Love Steaks,2/22/2022,181,7484,Comedia 
Love Streams,01/04/2022,117,1130,Comedia 
Love the Beast,07/07/2022,208,1040,Documental
Love! Valour! Compassion!,7/20/2020,171,8203,Comedia 
"Love, etc.",8/21/2021,89,3574,Comedia 
"Love, Honour and Obey",12/10/2022,72,6336,Crimen
Loved One,07/05/2021,208,6047,Comedia 
Loves of Carmen,12/16/2018,90,2634,Musical
Lovesick,08/05/2022,184,3187,Comedia 
Lullaby,7/26/2020,62,1162,Musical
Luminarias,02/01/2020,181,3535,Comedia 
Luther the Geek,11/19/2022,72,9389,Terror
Macheads,10/09/2018,128,9162,Documental
Machine Gun Kelly,10/13/2021,80,6829,Crimen
Mad Love ,05/07/2022,173,2318,Comedia 
Mad Ron's Prevues from Hell,11/06/2020,137,5949,Comedia 
Made for Each Other,8/15/2023,79,5649,Comedia 
Made in Heaven,3/21/2023,183,6894,Comedia 
Made in Jamaica,1/22/2020,125,9774,Documental
Madonna: Truth or Dare,04/05/2022,62,7472,Musical
Maestro,12/01/2023,89,6351,Documental
Magic,11/05/2019,168,4709,Fantasia
Magic of Belle Isle,12/06/2021,122,5742,Comedia 
Magic Trip,10/01/2020,134,8770,Documental
Maid of Salem,2/29/2020,101,2049,Historia
Mail Early for Xmas,10/18/2019,95,4173,Comedia 
Major Movie Star,07/10/2021,156,2518,Comedia 
Make Them Die Slowly ,11/30/2022,197,8242,Terror
Making the Boys ,05/02/2021,119,3387,Documental
Male Domination,09/09/2021,79,9021,Crimen
Malibu High,9/24/2018,130,4563,Guerra
Malta G.C.,5/30/2021,191,9725,Terror
Mama,5/30/2019,134,6690,Terror
Mamma Roma,5/20/2020,181,5258,Terror
Man Bites Dog ,5/19/2022,67,2383,Comedia 
Man for a Day,5/24/2022,126,8485,Documental
Man in the Wilderness,8/26/2019,60,3579,Aventura
Man of La Mancha,4/24/2020,183,9679,Musical
Man of the House,12/06/2021,181,7716,Comedia 
Man on a Mission: Richard Garriott's Road to the Stars,7/18/2021,116,2306,Documental
Man on High Heels,01/10/2023,183,452,Crimen
Man on the Moon,4/26/2021,181,6851,Historia
Manhattan Murder Mystery,06/03/2021,127,4478,Comedia 
Mannequin,12/28/2022,151,288,Comedia 
Manny & Lo,11/23/2021,171,8857,Comedia 
"Manta, Manta",11/26/2020,164,5131,Comedia 
March of the Penguins ,10/14/2020,188,3070,Documental
Mark of the Devil ,10/18/2022,160,5716,Terror
Marlene Dietrich: Shadow and Light,09/03/2019,248,3706,Documental
Marriage Italian Style,8/26/2021,183,6814,Comedia 
Married to It,2/24/2020,144,5482,Comedia 
Mary Popins,12/24/1964,178,3461,Musical
Masterminds,05/02/2021,115,5958,Comedia 
MatchMaker,3/18/2021,159,7439,Comedia 
Matinee,01/01/2021,104,1436,Comedia 
Matriarch,3/24/2021,134,1183,Terror
"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders",06/08/2021,95,5769,Documental
Maya Lin: A Strong Clear Vision,8/16/2023,61,1077,Documental
McHale's Navy,5/29/2021,184,5608,Comedia 
McLibel,10/31/2022,206,5663,Documental
Me tulemme taas,4/20/2023,204,1920,Comedia 
"Me, Myself & Irene",11/25/2020,159,2571,Comedia 
Mean Machine,2/20/2022,98,5590,Comedia 
Meat Love,1/18/2023,182,1846,Documental
Meatballs III,09/08/2019,150,6028,Comedia 
Meet the Deedles,04/05/2021,179,7107,Comedia 
Meghan Perex,2/28/2022,192,4510,Comedia 
Memento Mori ,02/04/2021,167,8797,Terror
Men of Respect,2/27/2022,173,1275,Crimen
Mental,8/29/2019,100,9317,Comedia 
Merchants of Doubt,05/10/2019,95,2063,Documental
Merrily We Live,05/01/2020,95,3601,Comedia 
Messengers 2: The Scarecrow,10/23/2019,77,1733,Terror
Metal: A Headbanger's Journey,4/16/2023,80,8434,Documental
Metallica: Some Kind of Monster,11/28/2019,115,1800,Documental
Metamorphose des cloportes,01/07/2019,88,7136,Crimen
Meu Passado Me Condena: O Filme,06/03/2020,190,1766,Comedia 
Mi boda con un fantasma,2/26/2023,90,8369,Comedia 
Mi Casa Su Casa,10/30/2018,181,5193,Comedia 
,05/02/2023,93,1257,Terror
Mid-August Lunch ,9/18/2020,134,861,Comedia 
Midommar,7/16/2021,134,2680,Terror
Mighty Aphrodite,1/31/2019,110,4514,Comedia 
Migration,01/04/2023,162,8578,Documental
Milagro Beanfield War,09/12/2021,191,2150,Comedia 
Milky Way,5/18/2021,181,4913,Comedia 
Mimic 2,11/29/2020,248,1087,Terror
Mindscape of Alan Moore,4/21/2023,91,305,Documental
Miss Firecracker,7/31/2021,181,2370,Comedia 
Misterio a la vista,11/12/2020,74,3126,Crimen
,12/13/2023,95,941,Comedia 
Modern Problems,1/15/2020,153,1406,Comedia 
Moebius Redux: A Life in Pictures,10/26/2022,79,1433,Documental
Mommie Dearest,11/29/2019,175,6497,Historia
Mom's Night Out,10/20/2020,107,877,Comedia 
Mondo Trasho,9/20/2018,117,7462,Comedia 
Monkey Shines,2/14/2019,184,8371,Terror
Monte Carlo,2/24/2021,78,4534,Aventura
Moomios,10/20/2023,68,6501,Comedia 
Moonlight and Cactus,6/28/2019,126,5196,Comedia 
Moonlight Serenade,08/06/2023,157,691,Comedia 
Moonrise Kingdom,1/17/2012,86,1609,Comedia 
Moon-Spinners,9/15/2019,134,3761,Aventura
Mother of Tears: The Third Mother ,12/10/2018,120,6373,Terror
Mountain Men,5/27/2020,117,2171,Comedia 
Moving Violations,05/05/2020,197,3011,Comedia 
Mr Bones 2: Back from the Past,12/16/2018,95,4929,Comedia 
Mr. Belvedere Goes to College,02/06/2021,81,5402,Comedia 
Mr. Destiny,10/05/2018,134,2917,Comedia 
Mr. Magoo,7/18/2022,159,2534,Comedia 
Mr. Moto Takes a Chance,10/12/2022,117,7260,Crimen
Mr. North,9/14/2021,158,6652,Comedia 
Mr. Saturday Night,09/12/2020,181,6771,Comedia 
Mr. Toad's Wild Ride,6/21/2023,61,7540,Aventura
Muertos de Risa,3/18/2020,60,8414,Comedia 
Mulberry Street,08/08/2019,134,6356,Terror
Murder on a Sunday Morning,06/09/2020,96,7818,Documental
"Murder, He Says",10/16/2020,180,729,Comedia 
Murderball,1/29/2020,106,5537,Documental
Murph: The Protector,4/26/2022,176,9746,Documental
Mutant II,3/19/2020,134,4760,Terror
Mutants,10/02/2022,117,5839,Terror
Mute Witness,08/05/2023,199,363,Terror
My Architect: A Son's Journey,11/15/2019,143,5834,Documental
My Baby's Daddy,08/04/2021,122,1166,Comedia 
My Best Friend ,9/14/2018,89,5665,Comedia 
My Best Girl,07/12/2019,95,8717,Comedia 
My Blue Heaven,09/09/2019,187,956,Comedia 
My Brother the Terrorist,4/15/2023,134,8080,Documental
My Giant,10/10/2021,185,6096,Comedia 
My Girl 2,11/17/2021,197,1600,Comedia 
My Little Eye,6/30/2023,181,3329,Terror
My Mom Is a Character ,2/18/2020,62,5673,Comedia 
My Old Lady,6/20/2019,149,9143,Comedia 
My Way to Olympia ,9/13/2022,95,7185,Documental
My Wife is an Actress ,5/21/2019,79,8397,Comedia 
Mysterious Geographic Explorations of Jasper Morello,09/02/2020,131,6265,Documental
Myth of the American Sleepover,10/25/2019,79,2587,Terror
Nadja,08/11/2020,129,3654,Documental
Naked Ambition: An R Rated Look at an X Rated Industry ,12/12/2020,143,3585,Crimen
Name for Evil,5/18/2021,153,2431,Fantasia
National Lampoon's Vacation,9/16/2019,125,763,Comedia 
Nazis Strike,10/21/2020,134,5323,Documental
Neath the Arizona Skies,6/23/2020,71,6321,Western
Needle,07/07/2019,93,4970,Terror
Neighbors,12/30/2020,100,3135,Comedia 
Nest,8/22/2022,184,1670,Terror
Never Again,02/11/2021,134,9499,Comedia 
Never Give a Sucker an Even Break,4/13/2020,120,88,Comedia 
New Gladiators,09/04/2018,91,3296,Documental
New Kids Turbo,3/16/2019,133,1434,Comedia 
New York Cop,12/29/2019,182,2944,Crimen
New York Lightboard Record,8/23/2021,72,971,Documental
New York Stories,7/22/2021,80,2738,Comedia 
Newburgh Sting,2/15/2023,195,9059,Documental
Next Day Air,10/17/2018,207,5240,Comedia 
Niagara Motel,1/28/2020,82,8532,Comedia 
Night and the City,05/03/2023,103,7231,Crimen
Night Drive,09/06/2022,153,3177,Terror
Night Must Fall,7/16/2019,108,1940,Crimen
Night of the Creeps,7/25/2022,79,651,Terror
Night of the Hunter,05/04/2022,95,9245,Suspenso
Night Passage,06/04/2022,134,5005,Western
Night People,7/27/2022,117,9145,Crimen
Night Stalker,07/07/2019,137,8189,Terror
Night Tide,11/04/2018,134,3810,Terror
Night Walker,3/28/2019,113,5808,Terror
Nightcrawler,10/20/2021,148,3969,Crimen
Nightmare Man,04/07/2021,208,7591,Terror
Nightmares in Red White & Blue: The Evolution of the American Horror Film,9/24/2019,65,4858,Documental
Nightwing,6/16/2020,118,6969,Terror
Nine Queens,5/14/2019,70,6282,Crimen
Nine to Five ,12/30/2021,89,1051,Comedia 
Niñas mal,9/28/2019,189,9762,Comedia 
No estas invitada a mi bat mitzva,01/03/2023,60,2029,Comedia 
No Exit,2/14/2023,201,2671,Suspenso
No Flesh Shall Be Spared,11/09/2019,108,5531,Terror
No Nukes,08/09/2021,134,797,Documental
No se aceptan devoluciones,12/31/2021,79,4594,Comedia 
No Time for Comedy,09/04/2021,209,1975,Comedia 
No Way Out,8/27/2023,126,6736,Crimen
Nobel Son,4/23/2023,95,5955,Comedia 
Nobody Knows Anything!,02/07/2023,157,6972,Comedia 
Noises Off...,06/05/2022,136,1707,Comedia 
Nokas,07/10/2021,61,1865,Crimen
Noll tolerans,07/09/2020,104,6715,Crimen
Non-Stop,02/06/2020,181,2908,Suspenso
Norm MacDonald: Me Doing Standup,2/22/2021,134,1884,Comedia 
North Face,3/15/2022,197,9628,Aventura
Northern Soul,2/18/2022,188,8832,Musical
Norwegian Ninja,02/06/2023,145,3528,Comedia 
"Not Quite Hollywood: The Wild, Untold Story of Ozploitation!",1/16/2020,113,5199,Documental
Not Suitable for Children,10/27/2021,183,8097,Comedia 
Nothing Left to Fear,04/02/2020,80,8396,Terror
Nothing to Lose,10/15/2019,121,3024,Comedia 
Notorious,1/13/2020,153,3704,Suspenso
Notorious C.H.O.,12/27/2018,69,3645,Comedia 
Nukes in Space,09/05/2020,181,3864,Documental
Nursery University,05/02/2022,198,3376,Documental
Nutty Professor,03/07/2020,181,6586,Comedia 
O Lucky Man!,12/22/2022,183,206,Comedia 
Observe and Report,6/18/2023,206,3060,Comedia 
Off the Charts: The Song-Poem Story,12/24/2019,181,4110,Documental
Off the Map,11/06/2022,95,5416,Comedia 
Offender,11/28/2018,195,9779,Crimen
"Oh, Woe Is Me ",10/21/2021,208,315,Comedia 
Oliver y su pandailla,09/04/1988,99,9123,Comedia 
On Any Sunday,6/22/2022,207,4633,Documental
On the Riviera,8/15/2022,201,6368,Musical
Once Around,04/08/2023,170,7746,Comedia 
Once in a Lifetime,11/06/2019,161,7066,Documental
Once Upon a Warrior ,7/27/2019,152,9493,Aventura
One Bright Shining Moment,12/25/2018,137,4245,Documental
One Last Hug,04/11/2020,204,9863,Documental
One Little Indian,3/28/2022,95,6783,Western
One Missed Call,09/12/2022,117,8530,Terror
One Night of Love,01/12/2020,153,3724,Musical
"One, Two, Three",2/21/2021,69,3469,Comedia 
Onechanbara - Zombie Bikini Squad,06/09/2021,181,729,Comedia 
Onegin,2/18/2019,157,1841,Terror
Onion Movie,12/19/2021,89,1126,Terror
Only Lovers Left Alive,4/27/2020,183,7727,Comedia 
Operation Petticoat,12/01/2020,151,2878,Comedia 
Orca: The Killer Whale,06/02/2020,134,9629,Aventura
Order and Disorder,8/22/2019,185,891,Documental
Orfeu,9/25/2020,134,5491,Musical
Orgasm Inc,7/29/2020,198,6,Documental
Orgy of the Dead,6/23/2022,109,106,Terror
Otaku,02/10/2023,170,5467,Comedia 
Other Side of Bollywood,8/30/2019,95,2319,Documental
Our Folks,02/07/2022,95,1704,Comedia 
Out of Nature,7/21/2020,181,2560,Comedia 
Out of the Past,5/21/2020,112,5819,Comedia 
Out of Time,12/01/2019,183,6347,Crimen
Outlaw Josey Wales,09/05/2018,116,1402,Western
"Out-of-Towners, The",8/20/2021,248,216,Comedia 
Outrageous Fortune,7/29/2020,193,4208,Comedia 
Outsourced,7/28/2019,62,5182,Comedia 
Overlord,7/24/2021,179,1681,Terror
P.S. Your Cat is Dead,8/30/2019,65,9769,Comedia 
Pacific Heights,1/26/2021,169,9379,Crimen
Padrino,7/15/2019,189,3603,Documental
Pain & Gain,04/11/2020,66,2345,Comedia 
Pain Hustlers,11/10/2023,91,6902,Documental
Paleface,2/15/2021,95,8029,Comedia 
Pamela Anderson: Una historia de amor,4/18/2023,88,9863,Documental
Panic,7/15/2019,181,5377,Crimen
Papadopoulos & Sons,11/14/2022,183,8933,Comedia 
Paperhouse,07/11/2023,209,5940,Terror
Paradise Lost 2: Revelations,1/29/2019,141,2992,Documental
Paranormal Activity 3,3/29/2021,100,1054,Terror
Paranormal Activity: The Marked Ones,1/17/2023,181,2981,Terror
Paris Is Burning,5/27/2023,196,3088,Documental
Part of the Weekend Never Dies,4/14/2023,104,5850,Documental
Party Girl,4/18/2020,74,1715,Comedia 
Pasante de moda,01/01/2023,134,195,Comedia 
Passed Away,7/16/2021,149,5038,Comedia 
Pat Garrett and Billy the Kid,12/06/2022,100,3913,Western
Patton Oswalt: Finest Hour,05/11/2021,110,6600,Comedia 
Paul Blart: Mall Cop,6/27/2022,130,490,Comedia 
Pauly Shore Is Dead,8/14/2023,75,5805,Comedia 
Pawn Shop Chronicles,11/11/2019,95,7952,Crimen
Pax Americana and the Weaponization of Space,7/28/2019,138,4724,Documental
Payment Deferred,10/21/2019,108,4615,Crimen
PCU,05/10/2022,95,9183,Comedia 
Peculiarities of the National Fishing ,6/22/2022,183,742,Comedia 
Peeping Tom,02/07/2022,125,378,Terror
Peepli Live,7/27/2022,134,9058,Comedia 
Pennies from Heaven,08/02/2022,147,7230,Musical
People of the Wind,06/05/2020,147,5291,Documental
Pequeña Miss Sunshine,11/16/2006,181,5983,Comedia 
Perfume,08/07/2022,95,3199,Crimen
Perkele! Kuvia Suomesta,3/13/2022,194,779,Documental
Pet,3/15/2023,89,8926,Terror
Pete Kelly's Blues,2/23/2022,93,2819,Crimen
Pete Smalls Is Dead,09/08/2018,66,8307,Comedia 
Peter Pan,04/10/2022,79,9024,Aventura
Phantasm III: Lord of the Dead,12/18/2019,117,4023,Terror
Phantom of the Opera,4/20/2022,95,621,Musical
Phffft,09/09/2022,159,8094,Comedia 
Pigs with a P.38,12/07/2018,108,32,Documental
Pineapple Express,03/02/2019,159,2425,Comedia 
Piranha ,09/06/2018,123,116,Terror
Pirates of the Great Salt Lake,07/10/2021,89,2477,Comedia 
Pizzas,1/15/2022,137,4918,Comedia 
Play it to the Bone,7/19/2021,121,8579,Comedia 
Players,05/09/2023,90,8064,Comedia 
Playtime,05/11/1967,141,957,Comedia 
Please Give,03/09/2022,120,2784,Comedia 
Please Remove Your Shoes ,12/21/2020,131,5047,Documental
Please Vote for Me,5/22/2022,143,5318,Documental
Plymouth Adventure,4/24/2022,74,7661,Aventura
Point Blank,7/17/2019,89,5771,Crimen
Poltergeist,1/15/2023,181,2016,Terror
Pontypool,10/01/2022,181,2486,Terror
Pop Redemption,12/06/2022,181,4551,Comedia 
Popeye,10/22/2018,82,1676,Musical
Popular Music ,01/11/2022,95,3828,Comedia 
Porgy and Bess,10/01/2018,97,8566,Musical
Posse,12/31/2022,181,62,Western
Possession of David O'Reilly,01/10/2019,179,6639,Terror
Post Grad,3/15/2019,95,9968,Comedia 
Postcards From the Edge,7/17/2022,117,599,Comedia 
Powaqqatsi,9/29/2020,125,4682,Documental
Powder Room,12/24/2019,100,616,Comedia 
Pray the Devil Back to Hell,7/19/2021,171,4927,Documental
Preaching to the Perverted,11/28/2019,191,2463,Comedia 
Presumed Innocent,7/19/2023,139,6297,Crimen
Pretty Devils,10/25/2020,72,2256,Comedia 
Primal,12/07/2018,161,2970,Terror
Prime Suspect 3,10/23/2021,197,7565,Crimen
Prime Suspect: The Lost Child,12/17/2019,183,325,Crimen
Prince and the Showgirl,7/13/2023,125,3155,Comedia 
Prince of Persia: The Sands of Time,08/10/2022,99,8083,Aventura
Prince Valiant,02/06/2023,69,2232,Aventura
Princess Raccoon ,11/28/2022,130,2956,Comedia 
Prison of the Dead,09/08/2022,162,167,Terror
Prison Terminal: The Last Days of Private Jack Hall,4/16/2019,81,8898,Documental
